"Name","Description","Fun Fact 1","Fun Fact 2","Fun Fact 3"
"Irish Terrier Dog Breed ","The Irish Terrier, also known as the Irish Red Terrier, has a rich heritage as a working farm dog. It originally was bred to control vermin, guard rural Irish farms and families and work as a reliable and skilled hunting companion, both in water and on land. The distinctive Irish Terrier is one the oldest of the four terrier breeds and is the only terrier that is always red in color. The Irish Terrier was approved by the American Kennel Club in 1885 as a member of its Terrier Group.","Appearance & Grooming of the Irish Terrier Dog Breed: The average Irish Terrier stands 18 inches high at the shoulders and weighs between 25 and 27 pounds. Their short and wiry coat is hypoallergenic, sheds very little and requires only regular brushing to maintain.","History and Health of the Irish Terrier Dog Breed: As one of the oldest terrier breeds, the origin of the Irish Terrier has been lost to history. However, the first record of the breed was at a dog show in Glasgow in 1879. The Irish Terrier is an accomplished hunter of small game and rodents.","The Irish Terrier Dog Breed has a personality and temperament that is bold and playful.  The Irish Terrier is a great family dog and plays well with children, but they have a tendency to chase smaller animals. They can get along well with other dogs, but it is best if they are in a dog-only household."
"Irish Water Spaniel Dog Breed ","The Irish Water Spaniel, also known at times as the Southern Irish Water Spaniel, the Irish Water Dog, the Bogdog, the Rat-Tail Spaniel, the Shannon Spaniel, McCarthy’s Breed and the Whip-tail Spaniel, is an intelligent breed known for its characteristic topknot and peak of hair between its eyes. It is also known for its unusual tail, which has curly hair the first four inches from the base, while the rest of the tail is nearly hairless. The Irish Water Spaniel was bred as a bird-dog and is the tallest of all spaniels. Unlike other spaniels, this breed was not developed to flush birds but rather to jump into the frigid waters of Ireland to retrieve dead or wounded wildfowl. He loves water, and his coat is naturally water-resistant. The Irish Water Spaniel was recognized by the American Kennel Club in 1884 as a member of its Sporting Group.","Appearance & Grooming of the Irish Water Spaniel Dog Breed: The average Irish Water Spaniel stands 21 to 24 inches at the shoulder and weighs between 45 and 68 pounds. Their tight, curly coat requires daily brushing and frequent grooming to prevent mats, but they are considered to be hypoallergenic.","History and Health of the Irish Water Spaniel Dog Breed: The Irish Water Spaniel breed was developed in Ireland hundreds of years ago, most likely from crosses involving the Poodle or the Irish Setter and the Curly-Coated Retriever. They were created specifically as a water retrieving and hunting dog.","The Irish Water Spaniel Dog Breed has a personality and temperament that is intelligent and loving. While they bond closely with their family they are naturally reserved towards strangers. This breed needs plenty of social interaction, toys, and playtime to keep them entertained and prevent boredom."
"Irish Wolfhound Dog Breed ","The Irish Wolfhound, also at times known as the Cú Faoil, the Wolf Dogge, the Rough Greyhound, the Big Dog of Ireland, the Irish Dog, the Irish Elkhound, the Irish Wolfdog, the Great Hound of Ireland, the Great Irish Greyhound Wolf-dog, the Canis Graius Hibernicus, the Grehound of Ireland and the Greyhound of Ireland, is a commanding, rough-coated, eyebrowed and bearded hound built for running.  It is an ancient breed, today best known for being the tallest of all dogs and having one of the sweetest temperaments in the canine world.  Irish Wolfhounds tend to mature later than most dogs; a 6-month old Wolfhound puppy can weigh upwards of 100 pounds and yet not be finished teething.  Like puppies of other giant breeds, Wolfhound puppies should not be taken on long, arduous walks or runs, as they are predisposed to developing cartilage and joint problems during their stages of rapid growth.  Irish Wolfhounds typically are unsuitable as guard dogs, because they are inherently kind and trustful of strangers.  Certainly, their sheer size can be intimidating and by itself deter intruders.  Their long tail is unusually powerful, and when wagged can wreak havoc on objects in the home, including humans.  The Irish Wolfhound was recognized by the American Kennel Club in 1897 as a member of its Hound Group.","The average Irish Wolfhound stands about 30-32 inches high at the shoulder, and weighs between 105 – 120 pounds.  Their short and wiry coat should be brushed on a regular basis, and hand stripped by a professional grooming twice a year.","The Irish Wolfhound is a very old breed with its origins in Ireland. Roman records dated to 391 A.D. have references of the breed and its use as a hunting and family dog. The Irish Wolfhound gained its name because the breed was used in packs to hunt wolves.","The Irish Wolfhound dog breed has a personality and temperament that is exceptionally sweet and gentle in nature.  Although their large size can be intimidating, the Irish Wolfhound is not considered a guard or watch dog."
"Italian Greyhound Dog Breed ","The Italian Greyhound, also known as the Piccolo Levriero Italiano, the IG and the “Iggy” to its admirers, is the smallest of all sighthounds (also called “gazehounds”) and has been a beloved companion animal for thousands of years. They are perhaps best known for their remarkably affectionate disposition. The Italian Greyhound is truly a Greyhound in miniature in virtually all ways, just being smaller and more slender than its larger relative and having a more high-stepping gait. The IG is adaptable to rural or urban life, enjoying plush indoor accommodations as well as the outdoors. Italian Greyhounds are far less fragile than they appear. In general, they are hardy, healthy and largely unbreakable companions. The Italian Greyhound was approved by the American Kennel Club in 1886 as a member of the Toy Group.","Appearance & Grooming of the Italian Greyhound Dog Breed: The average Italian Greyhound stands 13 to 15 inches high at the shoulders at weighs between 6 and 10 pounds. Their short hair is easy to care for and they only require an occasional dry bath and brushing.","History and Health of the Italian Greyhound Dog Breed: The Italian Greyhound is a very ancient breed that was brought to other regions of Europe through the Romans. The breed became extremely popular with various royal families during the 1500’s, and its popularity has never diminished since.","The Italian Greyhound Dog Breed has a personality and temperament that is gentle and loving. They will form very strong bonds with their human companions, and they are very easy to train and socialize. As they enjoy being around their own kind, it is recommended that pet owners adopt two or more Italian Greyhounds."
"Jack Russell Terrier Dog Breed ","The Jack Russell Terrier, also sometimes called the Working Russell Terrier, the Working Jack Russell Terrier, the Jack and the JRT, is a lively little dog named after its originator, the Reverend John (Jack) Russell, who was an English parson in the 19th century. Jack Russell Terriers were bred to accompany the hunt and go to ground to bolt fox. Ultimately, they were bred for temperament and ability rather than consistency in type. An interesting fact about this breed is that a Jack Russell Terrier is the only dog ever to have set paws on both the North and the South Poles. Explorers Sir Ranulph Fiennes and his wife, Ginnie, apparently took their JRT, Bothie, on both of their transglobal expeditions from 1979 to 1982. Jack Russell Terriers are best known for their intense curiosity, extreme intelligence and endlessly entertaining personality. The Jack Russell Terrier is not recognized by or eligible for registration with the English or American Kennel Clubs.","Appearance & Grooming of the Jack Russell Terrier Dog Breed: The average Jack Russell Terrier stands 13 to 14 inches high at the shoulder and weighs between 13 and 17 pounds. Their coat requires only minimal brushing and in some cases a once a year professional hand stripping groom.","History and Health of the Jack Russell Terrier Dog Breed: The Jack Russell Terrier was developed in the early 1800’s in England using a cross between the Old English White Terrier and a black-and-tan terrier which is now extinct. The breed was created specifically for the purpose of fox hunting.","The Jack Russell Terrier Dog Breed has a personality and temperament that is playful and happy, but there are challenges to owning this energetic and intelligent terrier. They must have plenty of activity, toys, daily walks, and space to run. The Jack Russell loves to dig, and they can jump well over 5 feet high."
"Japanese Chin Dog Breed ","The Japanese Chin, also known as the Japanese Spaniel, the Japanese Pug, the Japanese, the Jap or simply the Chin, is a small, fluffy, flat-faced dog with a pom pom appearance. They are known for being bright, alert, naturally clean and a bit stubborn. The Japanese Chin was approved by the American Kennel Club in 1888, as a member of the Toy Group. According to the Japanese Chin Club of America: “The Japanese Chin is a bundle of joy, surprise and mischief cloaked in an air of serenity and superiority.”","Appearance & Grooming of the Japanese Chin Dog Breed: Japanese Chins are classified in two categories: under 7 pounds and over 7 pounds. They stand 7 to 11 inches high at the shoulder and weigh between 4 and 15 pounds. Their fluffy coat should be brushed daily, and they should be bathed when necessary.","History and Health of the Japanese Chin Dog Breed: The Japanese Chin actually originated in China where they were bred as lap dogs for royal families. The exact origin and age of the breed is unknown, but ancient Chinese artifacts contain images of dogs which look strikingly similar to today’s Japanese Chin.","The Japanese Chin Dog Breed has a personality and temperament that is loving and playful. The Japanese Chin is not a high energy dog, but they do require daily walks and exercise. This breed will get along well with other pets, but because of their size, are not recommended for homes with large dogs."
"Keeshond Dog Breed ","The lively little Keeshond (pronounced “kays-hawnd”), also sometimes known as the Wolfspitz, Foxdog, Chien Loup, Dutch Keeshond, Dutch Barge Dog, Smiling Dutchman or Laughing Dutchman, is a very old breed and one of a very few that was only bred to be a watchdog, guard dog and family companion.  The fact that Keeshonds never were bred to chase, hunt, attack or kill either animals or people undoubtedly contributes to their gentle, loving nature and complete devotion to their owners.  These are stocky, spitz-type, medium-sized dogs with gorgeous fluffy gray coats and tightly curled tails.  They are slightly smaller in stature than the German Wolfspitz, to which they are closely related.  Keeshonds enjoy the out-of-doors but especially thrive inside.  They are lively, friendly, cuddly, extroverted and smart. They get along famously with children.  This is an attentive breed that makes an endearing and affectionate family companion. The American Kennel Club accepted the Keeshond for full registration status in 1930, as a member of the Non-Sporting Group.","Appearance & Grooming of the Keeshond Dog Breed:  The average Keeshond stands 17-18 inches high, and weighs between 55-65 pounds.  Despite their dense coats, Keeshonds really are not high-maintenance dogs.","History and Health of the Keeshond Dog Breed:  Learn all about the history and development of the Keeshond, including common and potential hereditary health issues that may affect this breed of dog.","The Keeshond dog breed has a personality and temperament that is smart, intelligent, alert, and affectionate.  They thrive on being with their people, and enjoy being the center of attention."
"Kerry Blue Terrier Dog Breed ","The Kerry Blue Terrier, also known as the Irish Blue Terrier, the Kerry or simply the Blue, originated in the mountainous regions of County Kerry, near Lake Killarney, Ireland. Legend has it that the Kerry’s ancestors were “Russian blue dogs” that swam ashore from a shipwreck in the Bay of Tralee in the late 1770s. This is an all-around working, guard, utility and companion dog, equally adept at hunting small game and birds, retrieving from water and on land, herding sheep and cattle and managing the population of vermin. The Kerry Blue Terrier is known for its intelligence, versatility and loyalty to its owners. It has been described as having a disposition “well nigh faultless, if a slight tendency to diminish the cat population is excepted.” The Kerry Blue Terrier is the National Dog of Ireland,and was recognized by the American Kennel Club in 1922, as a member of its Miscellaneous Class. Two years later, it became eligible for full AKC registration, as a member of the Terrier Group.","Appearance & Grooming of the Kerry Blue Terrier Dog Breed: The average Kerry Blue Terrier stands 17.5 to 19 inches high at the shoulders and weighs between 33 and 40 pounds. Their coat does not shed much, but to prevent severe matting, the Kerry coat requires daily brushing and frequent  grooming.","History and Health of the Kerry Blue Terrier Dog Breed: They Kerry Blue Terrier will bond  with all members of the family, and as they love roughhouse play, are perfect for families with children. While the breed has no aggressive traits, they pay attention to their surroundings and territory and make good watch dogs.","The Kerry Blue Terrier Dog Breed has a personality and temperament that is energetic and playful.  The Kerry Blue Terrier is a great family dog and plays well with children, but they have a tendency to chase smaller animals. They can get along well with other dogs, but it is best if they are in a dog-only household."
"Komondor Dog Breed ","The Komondor, also known as the Hungarian Komondor, the Hungarian Sheepdog and the “Kom,” is indisputably the king of all working dogs native to Hungary. The Komondorok (plural) is a massive, visibly intimidating and heavily coated dog best known for his long, heavily-matted white coat. At first glance, the Komondor appears unkempt, but this is his natural coat condition. He was bred to accompany and protect livestock rather than to herd them. His unique coat helps him blend in with the flock. His name may derive from komondor kedvu, which means “somber,” “surly” or “angry.” Alternatively, it may come from the French word commandeur, which means “commander.” Komondor puppies historically are raised with the flock, imprinting their special attachment to them. The Komondor was accepted into the American Kennel Club in 1937 as a member of the Working Group.","Appearance & Grooming of the Komondor Dog Breed: The average Komondor stands 25.5 to 27.5 inches high at the shoulder and weighs between 80 and 125 pounds. Their long ropey coat does not shed much, but should be frequently bathed and trimmed. The coat should never be brushed or combed in any way.","The History and Health of the Komondor Dog Breed: The history and origin of the Komondor breed is not entirely known, but it is believed that the breed was introduced to Hungary through nomadic tribesman known as Cumans. Throughout its history, the Komondor has been used primarily to guard livestock.","The Komondor Dog Breed has a personality and temperament that is watchful and independent. This breed is extremely protective and territorial over its home space. The Komondor is a strong and agile dog, and while they are not a high energy breed they require daily exercise for adequate amounts of time."
"Kuvasz Dog Breed ","The Kuvasz, sometimes called the Hungarian Kuvasz and originally known as the Ku Assa, descends from exotic giant dogs of ancient Tibet. Its name is a corrupted spelling of Arabian and Turkish words that reflect the unparalleled guarding instincts of this large breed. The Turkish term kawasz means “armed guard of the nobility. The Arabian word kawwasz means “archer,” which reflects the high esteem in which the dog was held. The Kuvasz was bred to protect flocks of sheep belonging to nomadic Hungarian shepherds. The breed is known for its keen intelligence, fearlessness and loyalty. It is an intimidating and independent guard dog, known to act on its own initiative when it deems it appropriate. The Kuvasz is related to and closely resembles the Slovakian Shepherd Dog and the Tatra Mountain Sheepdog from Poland. The Kuvasz was accepted for entry into the American Kennel Club Stud Book in 1931 and was given eligibility for full registration in 1974, as a member of the Working Group.","Appearance & Grooming of the Kuvasz Dog Breed: The average Kuvasz stands 26 to 30 inches high at the shoulders and weighs between 70 and 115 pounds (the females are smaller and lighter than the males). Their thick coat should be brushed on a daily basis, but their coat naturally repels dirt.","History and Health of the Kuvasz Dog Breed: The Kuvasz breed was developed in Hungary hundreds of years ago between the 1200 – 1300’s. The Kuvasz were protectors of the Hungarian royalty. In time, they were used for hunting purposes and eventually made their way onto farms where they guarded livestock.","The Kuvasz Dog Breed has a personality and temperament that is loyal and brave. It is important to ensure that the breed is socialized well and consistently trained throughout their life. Despite their intelligence, the Kuvasz can be difficult to train because of their independent attitudes."
"Labradoodle Dog Breed ","The Labradoodle, also at times called the Double Doodle, or Tri Doodle, is a relatively new breed that originated in Australia.  Although their two primary ancestral breeds – the Labrador Retriever and the Standard Poodle – have both been used successfully as hunting dogs, Labradoodles have not been bred or promoted for this purpose.  They were developed to be used as service dogs that were gentle and easily trained like their Labrador namesakes, but also were relatively hypoallergenic and slow-shedding like their Poodle predecessors.  The breed actually was created in response to a request from a vision-impaired woman who desperately needed a guide dog that would not exacerbate her husband’s severe allergies to animals.  Well-bred and well-raised Labradoodles make unflappable service dogs and loveable, affectionate pets.  Their largely non-allergenic and low-to-no-shed coats make them especially popular with allergy sufferers, allowing them a chance to own and enjoy a canine companion. ","Appearance & Grooming of the Labradoodle Dog Breed: The average Labradoodle stands about 21-24 inches high and weighs between 50-65 pounds.A distinctive feature of the Labradoodle is their super-soft, ringlet coat, which sheds minimally and is fairly easy to manage.","The Labradoodle has a fairly short but fascinating history, which is riddled with drama, breeder politics and a great deal of confusion. The Labradoodle apparently originated in Australia sometime in the late 1970s","The saying goes, “a picture is worth a thousand words”.  Check out the many different Labradoodle Dog Breed Pictures and Labradoodle images.  Get an in depth look at the Labradoodle and see the many things that this breed has to offer."
"Labrador Retriever Dog Breed ","The Labrador Retriever, also known as the Lab, the Small Water Dog, and the Lesser Newfoundland; traces its roots to Newfoundland, Canada. The breed was originally used to help fishermen haul full nets to shore, and the Lab later found its place as a gun dog, excelling at retrieving waterfowl and upland game. Labs have soft mouths, useful for retrieving game; webbed feet for swimming, and thick double coats that protect them from cold water temperatures. Labrador owners should be aware that this breed has high levels of energy. They require plenty of daily exercise and play to stave off boredom and prevent potentially destructive chewing behavior from developing. Labrador Retrievers have a zest for life, and they enjoy the company of other dogs and most especially, people. They make ideal pets for large, active families who enjoy the outdoors.","The average Labrador Retriever stands 21 – 24 inches high at the shoulders and weighs between 55 – 70 pounds. Their short coat is easy to care for, and daily brushing will help to reduce shedding; fortunately this breed loves to play in the water, so bath times will be fun as well.","The original Labrador Retriever was developed in the early 1800’s as a gun dog, retriever, and all around hunting dog. The breed is originally from Newfoundland, and it was created using a mixture of retrievers and water dogs.","The Labrador Retriever has a personality and temperament that is playful, energetic, and intelligent.  While the Labrador is not a guard dog, they are excellent watch dogs.  If properly socialized, they will have no problem getting along with other animals around the house."
"Lakeland Terrier Dog Breed ","The Lakeland Terrier, also at times known as the Cumberland Terrier, the Fell Terrier, the Patterdale Terrier, the Colored Working Terrier and the Westmorland terrier, is one of the very oldest of all working terrier breeds existing today. It was bred above all for gameness – its willingness and ability to withstand the vicious attacks of foxes, badgers and otters defending their rocky dens. A true working terrier from the outset, the Lakeland Terrier has adapted well to the show ring. Their bold, friendly disposition also makes them valued companion dogs, as long as they are properly exercised. Lakelands do tend to bark more than many breeds. They also love to dig; if you prize your landscaping or garden, choose another breed. The Lakeland Terrier was approved for registration by the American Kennel Club in 1934, as a member of the Terrier Group. The United States Lakeland Terrier Club was founded in 1954, and is the breed parent club in this country.","Appearance & Grooming of the Lakeland Terrier Dog Breed: The average Lakeland Terrier stands 14.5 inches high at the shoulders and weighs around 14 pounds. Daily brushing will help to keep the coat clean and free of tangles and a professional groomer should hand strip the coat two to three times a year.","History and Health of the Lakeland Terrier Dog Breed: The Lakeland Terrier was developed in England in the 1800’s to hunt small game, particularly otters, badgers, and fox. This tenacious breed has been known to go deep underground in search of their prey.","The Lakeland Terrier Dog Breed has a personality and temperament that is vivacious and alert. They are just as happy to play indoors or outdoors, and thrive on interactions with their human family. Lakeland Terriers can get along with other dogs and pets, but they need to be properly trained and socialized."
"Lhasa Apso Dog Breed ","The Lhasa Apso, also known as the Tibetan Apso, the Apso Seng Kyi (Tibetan), the Bearded Lion Dog, the Hairy Lion Dog, the Talisman Dog, the Shantung Terrier, the Sheng Trou, the Apso and the Lhasa, originated in the isolated reaches of the Himalayan Mountains and has remained largely unchanged in type and temperament for thousands of years. The name “Lhasa” undoubtedly refers to the capital of Tibet. The term “apso,” which is Mongolian, may mean “goatlike,” in reference to the breed’s long, coarse coat. This sturdy little dog was bred as a watch dog, to guard Buddhist monasteries and homes of Tibetan nobility. The Lhasa Apso was recognized by the American Kennel Club in 1935, as a member of its Non-Sporting Group.","Appearance & Grooming of the Lhasa Apso Dog Breed:  The average Lhasa Apso stands 10 or 11 inches at the shoulder and weight between 12 and 18 pounds. Their long, dense coat requires regular grooming and maintenance.","History and Health of the Lhasa Apso Dog Breed: The Lhasa Apso is originally from Tibet where the breed is estimated to be a few thousand years old. It was originally bred as a guard dog and companion for Tibetan homes, temples, and monasteries.","The Lhasa Apso dog breed has a temperament and personality that is energetic and playful, yet fearless. Despite their desire to be the center of attention, Lhasas generally have a heart of gold and bring great joy to the homes they reside in."
"Lowchen Dog Breed ","The Lowchen, also known as the Little Lion Dog, the Leoninus (meaning “lion-like”) and the Petit Chien Lion, has been bred for centuries for the sole purpose of giving love and getting love in return. The correct pronunciation of the word Lowchen is “lerv-chun.” The breed is perhaps the ideal pet: hypoallergenic, virtually non-shedding, easily trained and full of fun. According to the American Kennel Club: “Show them a squirrel and they’ll bark, but then won’t know what to do with it. Show them a stranger, they’ll bark, and then be the person’s friend. Show them a child, not too young, and they will allow themselves to be picked up and carried gently. If they find an adult who will walk and feed them, and brush them a few times a week, they’ll become that person’s best friend, never leaving their side.” The Lowchen plays well with all others if properly socialized and thrives in large homes or tiny apartments, in both urban and rural settings. This is not a breed to be left in a kennel or in the yard; he needs a bed in the house, close to his family. Lowchens are big dogs in little packages. The American Kennel Club first recognized the Lowchen in 1996; it became eligible for full registration in the Non-Sporting Group in 1999.","Appearance & Grooming of the Lowchen Dog Breed:  The average Lowchen stands  12 or 14 inches at the shoulder and weighs between 8 and 18 pounds. Their hypoallergenic coat requires regular brushing but trimming is optional.","History and Health of the Lowchen Dog Breed: The exact origin of the breed is unknown but  Lowchens have been bred for centuries for the sole purpose of giving love and getting love in return.","The Lowchen dog breed has a temperament and personality that is playful and sweet in nature.  The Lowchen is a very affectionate and gentle dog, but they also have some terrier like characteristics as they are very brave and loyal as well."
"Maltese Dog Breed ","The Maltese, at one time known as “Ye Ancient Dogge of Malta,” the Maltese Terrier, the Maltese Spaniel, the Maltese Dog, the Maltese Lion Dog, the Ancient Dogge of Malta, the Melita Dog (taken from the Greek word meli, meaning honey), the Melitaie Dog, the Melitae Dog, the Roman Ladies’ Dog, the Shock Dog and the Bichon Maltaise, has been an aristocrat of the canine world for more than twenty centuries. The breed is famous for its long, cascading snowy white coat, its dark oval eyes with jet-black rims and its gentle yet spirited disposition. The Maltese has been cherished as a companion throughout the ages; the Greeks even built tombs in honor of their beloved Maltese upon their death. The Maltese was first recognized by the American Kennel Club in 1888 and is a member of the Toy Group.","Appearance & Grooming of the Maltese Dog Breed:  The average Maltese stands 8-10 inches high, and weighs between 4-8 pounds.  Their soft, pure white coat hangs flat over the sides of the body, and should be brushed regularly to prevent tangles.","History and Health of the Maltese Dog Breed: The exact origin and history of the Maltese breed is unknown, but the breed has been around for thousands of years. The Maltese was a very popular companion and watch dog for the nobility, royalty, and politicians.","The Maltese dog breed has a personality and temperament that is affectionate, gentle, and without fear.  The Maltese loves to play with children, but due to its size children need to be taught how to respectfully play with and handle the Maltese to avoid accidental injuries."
"Manchester Terrier Dog Breed ","The Manchester Terrier is quite an old breed that was developed for the purpose of hunting and killing rats, rabbits and other rodents in urban Great Britain.  Named after the city of Manchester in northwestern England, this breed has also been referred to as the English Gentleman’s Terrier and the Gentleman’s Terrier. The Manchester Terrier is a direct descendant and very close relative of the old Black and Tan Terrier and shares many of its physical and mental attributes, although the Black and Tan was a heavier, coarser dog with shorter legs. The Manchester is a leaner, more athletic animal, due to outcrosses with Whippets during the early development of the breed. The modern Manchester Terrier is found in two sizes:  the Toy and the Standard.   The American Kennel Club recognized the Toy Manchester Terrier in 1886 as a member of the Toy Group, and accepted the Standard Manchester Terrier for full registration in 1887 as a member of the Terrier Group.  The two varieties are judged against the same standard and share the same ancestry and history, with the single exception of size.","Appearance & Grooming of the Manchester Terrier Dog Breed:  The average Manchester Terrier stands 15-16 inches high, and weighs between 12-22 pounds. Their short coats can be kept in great shape with an occasional brushing or wipe-down with a damp cloth.","History and Health of the Manchester Terrier Dog Breed:  Learn all about the history and development of the Manchester Terrier, including common and potential hereditary health issues that affect this breed of dog.","The Manchester Terrier dog breed has a personality and temperament that is lively, spirited, and sharp-witted.  They do make good watchdogs and will surely sound an alarm when alerted to something strange or unexpected."
"Mastiff Dog Breed ","The breed commonly referred to as the “Mastiff” in English-speaking countries is more accurately called the English Mastiff or the Old English Mastiff. Also known as the Mestyf and the Mastie, this is a giant breed known for its grandeur and good nature. Originally bred as a guard and watch dog, it is also well-known for its docile disposition, despite a somewhat ferocious appearance. The Mastiff is naturally aloof toward strangers and does not take kindly to intruders, who would be foolish to challenge this enormous animal. The Mastiff’s one-time reputation as a vicious fighting dog is an undeserved and inaccurate description of this kind, calm breed. The Mastiff was recognized by the American Kennel Club in 1885, as a member of the Working Group.","Appearance & Grooming of the Mastiff Dog Breed: The average Mastiff stands 27.5 to 30 inches high at the shoulders and weighs between 150 and 160 pounds. Their short hair sheds year round but is easy to care for, and they only need an occasional bath.","History and Health of the Mastiff Dog Breed: The origin of the Mastiff is unknown, but Caesar left a written account of the breed when the Romans invaded Britain in 55 B.C. Throughout its history, the Mastiff has been used as a guard dog, watch dog, police dog, search and rescue dog, and even as a guard for livestock.","The Mastiff Dog Breed has a personality and temperament that is protective but gentle. They are good with children, but due to their size, small children should not be left unsupervised around a Mastiff. The breed has a willing to please attitude, and pet owners should only use positive reinforcement to properly train their Mastiff."
"Miniature Bull Terrier Dog Breed ","The Miniature Bull Terrier, also known as the Mini Bull Terrier, the English Miniature Bull Terrier or simply the Mini Bull, is an amiable, fiery and bright breed known for its distinctive appearance and courageous temperament. The Miniature Bull Terrier is the smallest surviving version of the standard Bull Terrier. They were originally used as competitive ratters in gambling pits, and they later became watch dogs and cherished family pets. The Miniature Bull Terrier was recognized by the American Kennel Club in its Miscellaneous Class in 1963 and received full breed approval as a member of the Terrier Group in 1991.","Appearance & Grooming of the Miniature Bull Terrier Dog Breed: The miniature Bull Terrier stands 10 to 14 inches high at the shoulders and weighs between 24 and 34 pounds. Their short coat is extremely easy to care for, but their ears should be cleaned on a regular basis.","History and Health of the Miniature Bull Terrier Dog Breed: The Miniature Bull Terrier was developed in England in the 1800’s through a cross between the Bulldog and the now extinct White English Terrier. They were created to be smaller sized ratters, watch dogs, and house pets.","The Miniature Bull Terrier Dog Breed has a personality and temperament that is energetic and protective.  As long as this breed gets plenty of exercise opportunities, they will fit well into small homes and apartments. The Miniature Bull Terrier will bond very closely with the entire family."
"Miniature Pinscher Dog Breed ","The Miniature Pinscher, also at times called the Reh Pinscher, Zwergpinscher, Min Pin and Minpin, is known as the “King of Toys” – a nickname that aptly describes its bold, gregarious disposition. As is true with many tiny breeds, the pocket-sized Min Pin apparently believes that it is a fully-grown wolf - ferocious, fearless and always fighting-fit. It looks like a smaller version of the Doberman Pinscher, and it does have the carriage and character of a much larger dog. However, the Min Pin actually is closely related to the German Pinscher, and not to the Doberman. The word “pinscher” describes a dog’s way of working, not his ancestry; it refers to the way the dog jumps on and bites – or “pinches” – its prey. The Miniature Pinscher was recognized by the American Kennel Club in 1925 and achieved full AKC eligibility as a member of the Toy Group in 1930.","Appearance & Grooming of the Miniature Pinscher Dog Breed: The average Min Pin stands 10 to 12.5 inches high at the shoulders and weighs between 8 and 10 pounds. Their short coat is very easy to care for and regular brushing will remove dirt from the coat and help to control shedding.","History and Health of the Miniature Pinscher Dog Breed: The Miniature Pinscher is originally from Germany where the breed was used as a ratter, watchdog, and companion. The Min Pin is often mistaken as a miniature Doberman, but they have no relation to this breed.","The Miniature Pinscher Dog Breed has a personality and temperament that is intelligent and fearless.  The little Miniature Pinscher has a very big heart, and this breed is known for forming close bonds with their primary caretaker in addition to being the perfect family watch dog for small homes."
"Miniature Schnauzer Dog Breed ","The Miniature Schnauzer, also known as the Mini Schnauzer, the Dwarf Schnauzer and the Zwergschnauzer, is a stocky, spirited German breed that dates back to the 15th century. These dogs were used to eradicate rats and other vermin on German farms for many centuries. They also were beloved family pets, a role which continues today. Unlike most other terriers, the Mini Schnauzer is not known to be a fighter, but certainly he will stand up for himself if necessary. The Miniature Schnauzer is the most popular of the three Schnauzer breeds (the others being the Standard and the Giant). They do not shed and are considered to be hypoallergenic, making them a good choice for people with allergies or asthma. Senators Bob and Elizabeth Dole, and actors Mary Tyler Moore, Bill Cosby and Bruce Lee, have all owned Miniature Schnauzers. The Mini Schnauzer was admitted to the American Kennel Club as a distinct breed in 1933, as a member of the Terrier Group.","Appearance & Grooming of the Miniature Schnauzer Dog Breed: The average Miniature Schnauzer stands 12 to 14 inches high at the shoulders and weighs between 10 and 15 pounds. Their coat requires daily brushing and grooming, and most owners prefer to keep a short cut for easier brushing and grooming.","History and Health of the Miniature Schnauzer Dog Breed: The Miniature Schnauzer was created in Germany using a cross between the Affenpinscher, the Poodle, and the Standard Schnauzer. The breed was created as a ratter, companion, farm dog, watch dog, and competition dog.","The Miniature Schnauzer Dog Breed has a personality and temperament that is active and intelligent. While not considered to be a high energy breed, the Miniature Schnauzer needs plenty of exercise and playtimes. They also require lots of mental stimulation or they will become bored and destructive."
"Native American Indian Dog Breed ","The Native American Indian Dog, also known as the Carolina Dog, the North American Native Dog, the Dingo Dog, the Dixie Dingo, the Native American Dog, the Southern Aboriginal Dog, the NAID and “Old Yaller,” is an ancient, almost feral breed that developed in the deep south and now is extremely rare in the wild. When domestically raised from birth and well socialized, the Native American Dog can make a loyal, protective and devoted companion. They are intelligent, long-lived, versatile and considered hypoallergenic. They also are naturally shy around strangers and do not thrive when kept primarily indoors and/or in a crate. Owners must understand this breed’s history and true nature to make a companion relationship successful.","Appearance & Grooming of the Native American Indian Dog Breed: Adult Native American Indian dogs range in height from 23 to 34 inches and their weight can span 55 to 120 pounds. Their thick, double coat is easy to care for, and sheds lightly except when the entire coat is blown once a year.","History and Health of the Native American Indian Dog Breed: The NAID is among the last of the native North American dogs that were companions of the original American people. Over the centuries, the more domesticated of these were cross-bred with imported European dogs, making “pure” specimens of the Native American Dog.","The Native American Indian Dog Breed has a personality and temperament that loyal and vigilant. Native American Indian Dogs get along great with children and other pets, as they are social dogs, and they are also patient and kind. For active families who enjoy the outdoors, the NAID makes an ideal companion."
